"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_auc"
"ENSG00000229124.7",20.2779292952434,-0.452504520140974,0.168130098763867,-2.69139507719258,0.00711538762224133,0.0250666144679121,0.71402157164869
"ENSG00000026025.16",567.242528738725,-0.356026135817137,0.0853545023492775,-4.17114652441238,3.03070898196919e-05,0.000329116642745406,0.726348228043143
"ENSG00000234961.1",4.87621991729886,0.590357243449452,0.208477416330763,2.83175633044499,0.00462931118645361,0.0181471216475114,0.554545454545455
"ENSG00000236582.1",0.562128287783145,2.02250686748983,0.827634586694226,2.44371960766915,0.014536719426126,0.0429911202998792,0.524499229583975
"ENSG00000260314.3",10.7797037572123,1.32676144209802,0.234923152457016,5.64764021009286,1.6266515815227e-08,6.78168657761582e-07,0.781818181818182
"ENSG00000165995.22",1.34007820457771,2.60677062945926,0.533229387410749,4.8886477208565,1.01530996303544e-06,2.04938599403761e-05,0.67673343605547
"ENSG00000235020.5",1.26402092262613,2.60534426083581,0.64644274003858,4.03027847552332,5.57108114026978e-05,0.000543698457691821,0.620493066255778
"ENSG00000165997.5",10.2722257355888,0.740482401980609,0.160377532612838,4.61712055246654,3.89101256002789e-06,6.20051678920574e-05,0.689368258859784
"ENSG00000204740.11",1.19252277746181,1.62989871769506,0.429686762589701,3.79322534367067,0.000148703093845656,0.00120686435308958,0.611093990755008
"ENSG00000228753.1",0.385879769276312,1.46152377315656,0.58275273921504,2.5079655140278,0.0121428517502069,0.0375530527431983,0.510631741140216
"ENSG00000228219.1",0.71712713362442,3.0929448347024,0.687843469460822,4.49658239414101,6.90544271974598e-06,9.97783119693097e-05,0.640369799691834
"ENSG00000207264.1",0.728413572047816,2.28337258563308,0.652877462958747,3.49739838665156,0.000469819655006518,0.00301047924801288,0.583359013867488
"ENSG00000078403.17",20.6352946050369,0.326695551512592,0.105580671006818,3.09427424922783,0.00197295018625293,0.00941764480883761,0.649614791987673
"ENSG00000136770.11",10.8937597732481,0.333283636490591,0.12703892941491,2.62347642589214,0.00870374681464835,0.0293699573528964,0.621571648690293
"ENSG00000279631.1",0.748448885748329,1.46799520195688,0.429644779949062,3.41676489617988,0.000633699795869567,0.00383264681345738,0.588597842835131
"ENSG00000077327.16",0.402147215410714,2.29353286908405,0.804297806366313,2.85159657396787,0.00435002701189671,0.0172981490363309,0.560862865947612
"ENSG00000229932.3",3.87764867190597,-0.857582089466564,0.24355155318765,-3.52115220881313,0.000429675902870216,0.00280114201608815,0.692449922958398
"ENSG00000179133.15",0.81670831440062,3.08383341133736,0.538067622608427,5.73131197968696,9.96567752312104e-09,4.55360155166414e-07,0.691525423728814
